price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,sqft_above,sqft_basement,city,statezip,total_sqft,age,was_renovated,year_sold
495000,0.6850667062250007,-0.518737818,-0.567825351,-0.233197689,-0.946037146,-0.070053037,-0.298765802,-0.665948866,-0.822664328,0.3771506373988833,Seattle,WA 98125,-0.293940709,0.39688619888121984,1.2106985231950917,2014
285000,-0.42829026,0.482939795013773,-0.014474189,-0.108856509,-0.946037146,-0.070053037,-0.298765802,0.8185140938158781,-0.540491446,0.9617437329972133,Federal Way,WA 98003,0.36398248689749724,-0.545427179,-0.825969456,2014
615000,-0.42829026,-0.518737818,0.2904335934149894,-0.207765535,-0.946037146,-0.070053037,-0.298765802,0.8185140938158781,-0.540491446,1.568821178426248,Seattle,WA 98136,0.8376871878191317,0.767080740094118,-0.825969456,2014
698000,0.6850667062250007,0.14904725717813044,0.10974749988945645,-0.097243143,-0.016911935,-0.070053037,-0.298765802,2.302977053816092,-0.614101763,1.343977680119198,Kirkland,WA 98033,0.609607146634641,1.7093941177269496,-0.825969456,2014
675000,1.798423672871331,0.482939795013773,0.8099061123008967,1.473576239724751,0.9122132757440164,-0.070053037,-0.298765802,-0.665948866,1.250692935165671,-0.679613805,Issaquah,WA 98029,0.36398248689749724,-0.276194785,1.2106985231950917,2014
790000,-0.42829026,0.482939795013773,0.5614627337032889,-0.278701983,-0.946037146,-0.070053037,-0.298765802,0.8185140938158781,-0.123366316,1.343977680119198,Seattle,WA 98117,0.9604995176877035,0.6661185924906002,1.2106985231950917,2014
382500,0.6850667062250007,-0.518737818,-0.612996874,-0.168430842,-0.946037146,-0.070053037,-0.298765802,0.8185140938158781,-0.295123723,-0.679613805,Kirkland,WA 98034,-0.741328482,0.12765380527183937,-0.825969456,2014
499950,0.6850667062250007,0.482939795013773,0.85507763568228,-0.317925009,0.9122132757440164,-0.070053037,-0.298765802,-0.665948866,0.47778460624731917,0.8268376340129833,Woodinville,WA 98072,0.9868164455166832,-1.117546015,1.2106985231950917,2014
650000,0.6850667062250007,-0.184845281,-0.319381972,-0.271722797,-0.016911935,-0.070053037,1.0566621318310552,-0.665948866,-0.196976633,-0.274895508,Seattle,WA 98115,-0.355346874,0.8680428876976356,1.2106985231950917,2014
625000,0.6850667062250007,0.482939795013773,0.8099061123008967,-0.176582531,0.9122132757440164,-0.070053037,-0.298765802,-0.665948866,1.250692935165671,-0.679613805,Shoreline,WA 98155,0.36398248689749724,-1.454086507,-0.825969456,2014
400000,0.6850667062250007,0.482939795013773,1.7246294607739074,0.7858751542956809,-0.016911935,-0.070053037,-0.298765802,-0.665948866,0.612736854153698,2.310804722839513,Auburn,WA 98092,2.2412566720313816,-0.276194785,1.2106985231950917,2014
604000,-0.42829026,0.482939795013773,1.2842071078054207,0.5141614795176854,0.9122132757440164,-0.070053037,2.412090065743044,-0.665948866,1.7659651544445722,-0.679613805,Federal Way,WA 98023,0.7324194765032128,-0.814659572,-0.825969456,2014
440000,-1.541647227,-1.520415432,-1.471255818,-0.275910308,-0.946037146,-0.070053037,-0.298765802,0.8185140938158781,-1.227521072,-0.679613805,Seattle,WA 98107,-1.408023987,0.9016969368988081,-0.825969456,2014
287200,-0.42829026,1.150724870685058,-0.28550333,0.14607920252725387,-0.946037146,-0.070053037,-0.298765802,0.8185140938158781,-0.871737873,1.0291967824893282,Maple Valley,WA 98038,0.1797639920946394,-0.713697425,-0.825969456,2014
403000,-0.42829026,-0.184845281,-0.16128164,-0.045597166,-0.946037146,-0.070053037,2.412090065743044,2.302977053816092,-0.184708247,0.017401040107603388,Normandy Park,WA 98166,-0.118494523,0.4641942972835649,-0.825969456,2014
750000,-0.42829026,0.482939795013773,0.3243122359510269,-0.228451842,-0.946037146,-0.070053037,2.412090065743044,0.8185140938158781,-0.442344357,1.4563994292727231,Seattle,WA 98116,0.8201425692664784,0.5315023956859101,1.2106985231950917,2014
335000,-0.42829026,0.14904725717813044,-0.590411113,0.041363493692129986,-0.946037146,-0.070053037,-0.298765802,0.8185140938158781,-0.27058695,-0.679613805,Fall City,WA 98024,-0.723783863,-0.242540736,1.2106985231950917,2014
260000,0.6850667062250007,-0.184845281,-0.703339921,-0.170524597,-0.946037146,-0.070053037,-0.298765802,0.8185140938158781,-0.393270812,-0.679613805,Renton,WA 98055,-0.811506956,-0.107924539,-0.825969456,2014
308500,-1.541647227,-1.520415432,-1.414791414,-0.238948538,-0.946037146,-0.070053037,-0.298765802,0.8185140938158781,-1.166179141,-0.679613805,Shoreline,WA 98155,-1.364162441,0.6997726416917729,1.2106985231950917,2014
439950,-0.42829026,0.482939795013773,-0.375846376,-0.331045879,0.9122132757440164,-0.070053037,-0.298765802,-0.665948866,-0.037487613,-0.679613805,Seattle,WA 98116,-0.557109987,-0.646389326,1.2106985231950917,2014
235000,-1.541647227,-1.520415432,-1.008247704,-0.14888912,-0.946037146,-0.070053037,-0.298765802,-2.150411826,-0.724517239,-0.679613805,Seattle,WA 98106,-1.048359307,0.7334266908929454,-0.825969456,2014
315000,-0.42829026,-1.520415432,-1.064712108,-0.155030804,-0.946037146,-0.070053037,-0.298765802,-0.665948866,-0.78585917,-0.679613805,Woodinville,WA 98077,-1.092220853,0.09399975607066682,1.2106985231950917,2014
437500,-0.42829026,0.14904725717813044,-0.14998876,0.5685712146602225,0.9122132757440164,-0.070053037,-0.298765802,0.8185140938158781,0.20788011043456137,-0.679613805,Issaquah,WA 98027,-0.381663802,-0.208886687,-0.825969456,2014
407500,-0.42829026,0.482939795013773,-0.195160283,-0.119297371,0.9122132757440164,-0.070053037,-0.298765802,-0.665948866,0.15880656574133267,-0.679613805,Renton,WA 98059,-0.416753039,-0.848313622,-0.825969456,2014
445700,-0.42829026,0.482939795013773,-0.940490419,-0.378364761,2.7704636972799848,-0.070053037,-0.298765802,-0.665948866,-0.650906922,-0.679613805,Seattle,WA 98107,-0.995725451,-1.016583868,-0.825969456,2014
838000,0.6850667062250007,0.482939795013773,1.3632572737228414,0.7890576631752341,0.9122132757440164,-0.070053037,-0.298765802,-0.665948866,1.8518438576577225,-0.679613805,Redmond,WA 98052,0.7938256414374988,-1.016583868,-0.825969456,2014
630000,0.6850667062250007,0.8168323328494155,0.6856844230020928,0.629345967561866,0.9122132757440164,-0.070053037,-0.298765802,-0.665948866,1.115740687259292,-0.679613805,Issaquah,WA 98027,0.267487084857905,-0.982929818,-0.825969456,2014
550000,-0.42829026,-0.518737818,0.9115420399090091,0.5713628891159709,-0.016911935,-0.070053037,-0.298765802,-0.665948866,1.3611084107254356,-0.679613805,Sammamish,WA 98075,0.4429332703844363,-0.276194785,1.2106985231950917,2014
805000,-0.42829026,-0.184845281,0.6856844230020928,-0.285681169,-0.016911935,-0.070053037,-0.298765802,0.8185140938158781,0.09746463487479681,1.1865872313042631,Seattle,WA 98115,0.9955887547930098,1.4065076749163965,-0.825969456,2014
284000,-0.42829026,-0.518737818,-0.341967734,0.23365403020408237,-0.946037146,-0.070053037,-0.298765802,-0.665948866,-0.000682455,-0.679613805,Carnation,WA 98014,-0.530793059,0.09399975607066682,1.2106985231950917,2014
470000,1.798423672871331,0.482939795013773,0.12104038073480226,-0.141770351,-0.946037146,-0.070053037,-0.298765802,-0.665948866,-0.417807584,1.0067124326586232,Bothell,WA 98011,0.4867948167660691,-0.175232638,-0.825969456,2014
430000,0.6850667062250007,-0.852630356,-0.206453164,-0.132139074,-0.946037146,-0.070053037,-0.298765802,0.8185140938158781,-0.896274645,1.2315559309656732,Bellevue,WA 98006,0.3201209405158644,0.5651564448870826,1.2106985231950917,2014
491500,0.6850667062250007,-0.518737818,0.09845461904411065,3.0909049189180506,-0.946037146,-0.070053037,2.412090065743044,-0.665948866,0.47778460624731917,-0.679613805,Auburn,WA 98092,-0.188672998,0.09399975607066682,1.2106985231950917,2014
785000,1.798423672871331,1.4846174085207005,1.7585081033099448,-0.076445168,0.9122132757440164,-0.070053037,2.412090065743044,-0.665948866,2.2812373737234735,-0.679613805,Snoqualmie,WA 98065,1.1008564661089284,-1.184854114,-0.825969456,2014
385000,-0.42829026,1.4846174085207005,-0.884026015,-0.374260999,0.9122132757440164,-0.070053037,-0.298765802,-0.665948866,-0.933079804,-0.050052009,Seattle,WA 98199,-0.706239245,-1.252162212,-0.825969456,2014
295000,-1.541647227,0.482939795013773,-0.533946708,-0.373116413,0.9122132757440164,-0.070053037,-0.298765802,-0.665948866,-0.638638536,0.10733843943042339,Seattle,WA 98106,-0.372891492,-1.285816261,-0.825969456,2014
555000,0.6850667062250007,0.482939795013773,1.3632572737228414,-0.22984768,0.9122132757440164,-0.070053037,-0.298765802,-0.665948866,1.8518438576577225,-0.679613805,Snoqualmie,WA 98065,0.7938256414374988,-1.386778409,1.2106985231950917,2014
459990,-0.42829026,0.482939795013773,0.6518057804660554,-0.256675671,0.9122132757440164,-0.070053037,-0.298765802,-0.665948866,1.0789355287393705,-0.679613805,North Bend,WA 98045,0.24117015702892533,-1.420432458,1.2106985231950917,2014
625000,0.6850667062250007,1.4846174085207005,0.7082701846927845,1.096588521220482,-0.946037146,-0.070053037,-0.298765802,-0.665948866,-0.295123723,1.9510551255482331,Renton,WA 98059,1.311391888740766,-1.218508163,-0.825969456,2014
300000,-0.42829026,0.482939795013773,0.493705448631214,-0.270326959,0.9122132757440164,-0.070053037,-0.298765802,-0.665948866,0.9071781223130702,-0.679613805,Kent,WA 98042,0.11835782716035345,-1.184854114,-0.825969456,2014
625000,0.6850667062250007,0.8168323328494155,0.9228349207543548,-0.226916422,0.9122132757440164,-0.070053037,-0.298765802,-0.665948866,1.3733767968987427,-0.679613805,Renton,WA 98059,0.45170557966076286,-1.386778409,1.2106985231950917,2014
553000,-1.541647227,-1.520415432,-1.35832701,-0.271722797,-0.946037146,-0.070053037,-0.298765802,-0.665948866,-1.10483721,-0.679613805,Seattle,WA 98117,-1.320300894,0.9016969368988081,-0.825969456,2014
379880,-0.42829026,0.482939795013773,-0.511360947,-0.018964591,-0.946037146,-0.070053037,-0.298765802,0.8185140938158781,-0.822664328,0.48957238655240837,Issaquah,WA 98027,-0.206217616,-0.51177313,-0.825969456,2014
310000,-0.42829026,-1.520415432,-1.234105321,-0.133674495,-0.946037146,-0.070053037,-0.298765802,0.8185140938158781,-0.969884962,-0.679613805,Snoqualmie,WA 98065,-1.223805492,-0.07427049,-0.825969456,2014
775000,-1.541647227,0.482939795013773,0.6518057804660554,-0.204945944,-0.946037146,-0.070053037,-0.298765802,-0.665948866,1.0789355287393705,-0.679613805,Redmond,WA 98053,0.24117015702892533,-1.117546015,1.2106985231950917,2014
365000,-0.42829026,0.482939795013773,0.10974749988945645,-0.206118447,-0.946037146,-0.070053037,-0.298765802,2.302977053816092,-0.282855336,0.7369002346901633,Renton,WA 98058,0.3727547961738238,-0.579081228,-0.825969456,2014
331950,0.6850667062250007,0.482939795013773,0.4824125677858682,-0.134009496,0.9122132757440164,-0.070053037,2.412090065743044,-0.665948866,0.25695365512779006,0.48957238655240837,Auburn,WA 98092,0.5657456002530081,-0.646389326,1.2106985231950917,2014
783500,-0.42829026,0.482939795013773,0.8437847548369342,-0.212260131,0.9122132757440164,-0.070053037,-0.298765802,-0.665948866,0.2324168827811757,1.2540402807963782,Seattle,WA 98122,1.1447180124905614,-0.309848834,-0.825969456,2014
628000,0.6850667062250007,-0.184845281,0.20009054665222295,-0.243526885,-0.946037146,-0.070053037,-0.298765802,-0.665948866,-0.810395942,1.883602076056118,Seattle,WA 98122,0.890321043477091,2.3824751017504004,1.2106985231950917,2014
560000,-0.42829026,0.482939795013773,-0.229038925,-0.167202505,0.9122132757440164,-0.070053037,-0.298765802,-0.665948866,0.12200140722141116,-0.679613805,Sammamish,WA 98074,-0.443069967,-0.545427179,1.2106985231950917,2014
900000,-0.42829026,-1.520415432,-0.872733134,1.7654178873286928,-0.946037146,-0.070053037,-0.298765802,-0.665948866,-0.577296605,-0.679613805,Kirkland,WA 98033,-0.943091595,1.440161724117569,1.2106985231950917,2014
531000,-1.541647227,1.150724870685058,-0.940490419,-0.378504344,0.9122132757440164,-0.070053037,-0.298765802,-0.665948866,-0.8472011,-0.319864207,Seattle,WA 98103,-0.855368503,-0.982929818,-0.825969456,2014
831000,0.6850667062250007,1.150724870685058,0.07586885735341903,-0.299639541,0.9122132757440164,-0.070053037,-0.298765802,0.8185140938158781,-0.233781792,0.5795097858752283,Seattle,WA 98112,0.28503170341055817,-0.377156933,1.2106985231950917,2014
780000,0.6850667062250007,0.482939795013773,0.7082701846927845,-0.124294469,0.9122132757440164,-0.070053037,2.412090065743044,-0.665948866,1.1402774596059064,-0.679613805,Sammamish,WA 98074,0.28503170341055817,-0.848313622,-0.825969456,2014
755000,0.6850667062250007,0.482939795013773,0.019404453126689973,-0.126499891,-0.946037146,-0.070053037,-0.298765802,0.8185140938158781,-0.221513406,0.44460368689099833,Bellevue,WA 98005,0.18853630137096597,0.36323214968004724,1.2106985231950917,2014
705380,-0.42829026,0.482939795013773,0.43724104440448497,-0.290064098,0.9122132757440164,-0.070053037,-0.298765802,-0.665948866,0.8458361914465343,-0.679613805,Issaquah,WA 98029,0.07449628077872064,-1.083891966,-0.825969456,2014
627000,0.6850667062250007,0.14904725717813044,-0.127402998,-0.196012585,-0.946037146,-0.070053037,-0.298765802,-0.665948866,-0.724517239,1.0741654821507383,Issaquah,WA 98027,0.3201209405158644,-0.07427049,1.2106985231950917,2014
865000,0.6850667062250007,1.150724870685058,1.7923867458459823,-0.135154082,0.9122132757440164,-0.070053037,-0.298765802,-0.665948866,2.318042532243395,-0.679613805,Sammamish,WA 98075,1.1271733939379083,-0.91562172,1.2106985231950917,2014
580000,-1.541647227,-1.520415432,0.493705448631214,-0.215889307,-0.946037146,-0.070053037,-0.298765802,2.302977053816092,-0.589564991,2.0634768747017582,Seattle,WA 98118,1.1885795588721941,0.9690050353011533,-0.825969456,2014
410000,-0.42829026,0.14904725717813044,-0.341967734,0.6133496729304274,-0.946037146,-0.070053037,-0.298765802,0.8185140938158781,-0.540491446,0.3096975879067684,Issaquah,WA 98027,-0.144811451,-0.242540736,1.2106985231950917,2014
485000,0.6850667062250007,1.150724870685058,0.2678478317242978,-0.214549304,-0.946037146,-0.070053037,-0.298765802,0.8185140938158781,-0.565028218,1.568821178426248,Kirkland,WA 98034,0.8201425692664784,-0.276194785,-0.825969456,2014
400000,-1.541647227,-0.518737818,0.008111572281344162,-0.145567028,-0.946037146,-0.070053037,-0.298765802,-2.150411826,0.3796375168608618,-0.679613805,Shoreline,WA 98155,-0.258851472,0.767080740094118,-0.825969456,2014
549000,-1.541647227,-1.520415432,-1.08729787,-0.260556099,-0.946037146,-0.070053037,-0.298765802,2.302977053816092,-0.810395942,-0.679613805,Seattle,WA 98112,-1.109765472,2.11324270814102,-0.825969456,2014
620000,-0.42829026,-0.518737818,-0.703339921,-0.350308432,1.8413384865120006,-0.070053037,-0.298765802,-0.665948866,-0.393270812,-0.679613805,Kirkland,WA 98033,-0.811506956,-1.151200064,-0.825969456,2014
405000,-1.541647227,1.150724870685058,-0.782390087,-0.376689756,0.9122132757440164,-0.070053037,-0.298765802,-0.665948866,-0.810395942,-0.072536359,Seattle,WA 98136,-0.636060771,-1.184854114,-0.825969456,2014
232000,-1.541647227,-1.520415432,-1.019540585,-0.186213808,-0.946037146,-0.070053037,-0.298765802,0.8185140938158781,-0.736785625,-0.679613805,Des Moines,WA 98198,-1.057131616,0.4305402480823924,1.2106985231950917,2014
800866,1.798423672871331,0.482939795013773,1.216449822733346,-0.025887944,0.9122132757440164,-0.070053037,-0.298765802,0.8185140938158781,1.6923548374047293,-0.679613805,Kirkland,WA 98033,0.6797856208452535,-0.646389326,-0.825969456,2014
650000,-0.42829026,-0.852630356,0.06457597650807322,-0.160055818,-0.946037146,-0.070053037,2.412090065743044,0.8185140938158781,-0.491417901,1.0291967824893282,Seattle,WA 98177,0.45170557966076286,0.7334266908929454,1.2106985231950917,2014
823000,2.911780639517661,-0.518737818,0.9228349207543548,-0.271722797,1.8413384865120006,-0.070053037,-0.298765802,0.8185140938158781,1.2016193904724424,-0.364832907,Seattle,WA 98122,0.5745179095293347,2.11324270814102,-0.825969456,2014
770000,-0.42829026,-0.184845281,0.2791407125696436,-0.252181075,-0.016911935,-0.070053037,-0.298765802,0.8185140938158781,0.011585931661646606,0.5345410862138184,Seattle,WA 98112,0.42538865183178315,1.0699671829046709,1.2106985231950917,2014
524000,-0.42829026,-0.518737818,-0.612996874,-0.257206089,-0.946037146,-0.070053037,-0.298765802,0.8185140938158781,-1.252057844,1.0741654821507383,Seattle,WA 98199,-0.057088358,0.9016969368988081,-0.825969456,2014
541125,1.798423672871331,0.8168323328494155,0.7195630655381302,-0.17608003,-0.946037146,-0.070053037,-0.298765802,0.8185140938158781,-0.52822306,2.400742122162333,Bellevue,WA 98006,1.4956103835436239,0.36323214968004724,1.2106985231950917,2014
670000,-0.42829026,0.482939795013773,-0.477482304,-0.35547303,2.7704636972799848,-0.070053037,-0.298765802,-0.665948866,-0.147903089,-0.679613805,Seattle,WA 98105,-0.636060771,2.079588658939848,1.2106985231950917,2014
384900,1.798423672871331,0.482939795013773,1.1148138951252335,-0.055368026,-0.946037146,-0.070053037,-0.298765802,-0.665948866,-0.062024385,2.333289072670218,Federal Way,WA 98023,1.776324280386074,0.09399975607066682,1.2106985231950917,2014
406100,-0.42829026,0.14904725717813044,-0.782390087,-0.374121416,2.7704636972799848,-0.070053037,-0.298765802,-0.665948866,-0.479149515,-0.679613805,Seattle,WA 98103,-0.872913121,-1.151200064,-0.825969456,2014
1395000,1.798423672871331,1.818509946356343,2.1537589328970483,-0.173735023,0.9122132757440164,-0.070053037,1.0566621318310552,2.302977053816092,1.2874980936855924,1.928570775717528,Seattle,WA 98105,2.4254751668342394,-0.006962392,-0.825969456,2014
736500,0.6850667062250007,0.482939795013773,1.216449822733346,0.2001818534796586,0.9122132757440164,-0.070053037,3.7675179996550323,-0.665948866,1.6923548374047293,-0.679613805,Renton,WA 98059,0.6797856208452535,-0.982929818,-0.825969456,2014
570000,-0.42829026,0.14904725717813044,-0.104817236,-0.243806052,-0.946037146,-0.070053037,-0.298765802,-0.665948866,-0.577296605,0.8493219838436883,Redmond,WA 98052,0.2499424663052519,-0.141578588,-0.825969456,2014
787000,-0.42829026,-0.518737818,-0.872733134,-0.201930935,-0.946037146,-0.070053037,-0.298765802,-0.665948866,-0.577296605,-0.679613805,Bellevue,WA 98004,-0.943091595,0.3295781004788747,1.2106985231950917,2014
328000,0.6850667062250007,0.482939795013773,0.3017264742603352,-0.22984768,0.9122132757440164,-0.070053037,-0.298765802,-0.665948866,0.6986155573668482,-0.679613805,Auburn,WA 98092,-0.030771431,-0.91562172,1.2106985231950917,2014
435000,1.798423672871331,-0.184845281,-0.296796211,-0.1533558,-0.946037146,-0.070053037,-0.298765802,0.8185140938158781,-0.319660495,-0.00508331,Seattle,WA 98133,-0.232534544,0.9690050353011533,1.2106985231950917,2014
499000,0.6850667062250007,0.482939795013773,0.9115420399090091,-0.230433931,0.9122132757440164,-0.070053037,-0.298765802,-0.665948866,1.3611084107254356,-0.679613805,Snoqualmie,WA 98065,0.4429332703844363,-1.184854114,-0.825969456,2014
501000,0.6850667062250007,-1.520415432,-0.037059951,-0.201400517,-0.946037146,-0.070053037,-0.298765802,-0.665948866,-0.78585917,1.366462029949903,Bellevue,WA 98008,0.5043394353187223,0.2622700020765296,1.2106985231950917,2014
1090000,0.6850667062250007,0.482939795013773,2.52642400079346,3.5408670076955837,1.8413384865120006,-0.070053037,-0.298765802,-0.665948866,3.1154876335083617,-0.679613805,Redmond,WA 98053,1.6973734968991347,-0.713697425,-0.825969456,2014
400000,-1.541647227,-1.520415432,-1.426084295,-0.257485257,-0.946037146,-0.070053037,-0.298765802,-0.665948866,-1.178447527,-0.679613805,Seattle,WA 98136,-1.37293475,0.5315023956859101,1.2106985231950917,2014
220000,0.6850667062250007,-0.852630356,-0.974369061,-0.143305772,-0.946037146,-0.070053037,-0.298765802,-0.665948866,-0.68771208,-0.679613805,Federal Way,WA 98023,-1.022042379,-0.006962392,-0.825969456,2014
657100,0.6850667062250007,-1.520415432,-0.804975849,-0.292939522,-0.946037146,-0.070053037,-0.298765802,-0.665948866,-0.920811418,0.08485408959971838,Seattle,WA 98103,-0.592199224,1.5747779209222592,1.2106985231950917,2014
309950,0.6850667062250007,0.8168323328494155,0.23396918918826037,-0.271722797,0.9122132757440164,-0.070053037,-0.298765802,-0.665948866,0.6250052403270052,-0.679613805,Maple Valley,WA 98038,-0.083405286,-1.184854114,-0.825969456,2014
300000,-0.42829026,-0.184845281,-1.188933797,-0.130129068,-0.946037146,-0.070053037,-0.298765802,-0.665948866,-0.920811418,-0.679613805,Duvall,WA 98019,-1.188716255,-0.51177313,-0.825969456,2014
525888,1.798423672871331,-0.518737818,0.5049983294765599,1.5951815790171529,-0.946037146,-0.070053037,-0.298765802,2.302977053816092,0.011585931661646606,0.9842280828279183,Issaquah,WA 98027,0.7762810228848457,0.36323214968004724,-0.825969456,2014
740000,0.6850667062250007,-0.518737818,-0.104817236,-0.310806239,-0.016911935,-0.070053037,-0.298765802,-0.665948866,0.25695365512779006,-0.679613805,Seattle,WA 98119,-0.346574564,2.3151670033480554,-0.825969456,2014
340000,1.798423672871331,-1.520415432,-1.109883631,-0.15944165,-0.016911935,-0.070053037,-0.298765802,0.8185140938158781,-0.834932714,-0.679613805,Kirkland,WA 98034,-1.12731009,0.29592405127770216,-0.825969456,2014
398750,-0.42829026,0.482939795013773,0.1436261424254939,-0.299639541,0.9122132757440164,-0.070053037,-0.298765802,-0.665948866,0.5268581509405479,-0.679613805,Seattle,WA 98144,-0.15358376,0.5651564448870826,1.2106985231950917,2014
206000,-1.541647227,-1.520415432,-1.459962938,-0.211478462,-0.946037146,-0.070053037,-0.298765802,2.302977053816092,-1.215252686,-0.679613805,Burien,WA 98168,-1.399251678,0.9016969368988081,-0.825969456,2014
1030000,1.798423672871331,0.8168323328494155,1.2277427035786916,0.06104479860515647,-0.946037146,-0.070053037,3.7675179996550323,-0.665948866,-0.135634702,2.693038669961498,Bellevue,WA 98006,2.0044043215705645,-0.175232638,-0.825969456,2014
